student_id,task_id,draft_no,timestamp,activity_type,duration_minutes,cohesion,argumentation,grammar_accuracy,lexical_resource,total_score,submission_date,word_count,essay_text,date,sender,message,message_type,assignment_views,rubric_views,resource_access_count,first_access_delay_minutes,time_on_task,revision_frequency,feedback_views,help_seeking_messages,task_achievement,organization,academic_style,mechanics,message_text,first_access_delay_hours,performance_total,grammar_accuracy_score,organization_score,argumentation_score,lexical_resource_score,type_token_ratio,score_gain,cohesion_gain,lexical_gain,error_reduction,sentence_count,ttr,cohesion_index,avg_sentence_length,error_density,word_count_band,error_density_band,cohesion_band,type_token_ratio_band,grammar_accuracy_band,organization_band,argumentation_band,lexical_resource_band,total_score_band,time_on_task_band,revision_frequency_band,rubric_views_band,feedback_views_band,help_seeking_messages_band,first_access_timing_band,cluster_id,learner_profile,predicted_score_gain,predicted_improvement,predicted_improvement_state,argument_state,cohesion_state,linguistic_state,revision_state,feedback_state,argument_competence,cohesion_competence,linguistic_competence,srl_revision_competence,argument_competence_prob,cohesion_competence_prob,linguistic_competence_prob,srl_revision_competence_prob,ai_forethought,ai_engagement,ai_argument,ai_discourse,ai_linguistic,ai_lexical,ai_revision,ai_feedback,ai_help,ai_state_summary,triggered_rules,rule_interpretations,feedback_templates_selected,onsite_interventions
9263,task_1,1,2026-04-01T12:33:17.585Z,Course activity completion updated,8,2.5,2.2,2.0,2.3,9.0,2026-04-01T12:33:17.587Z,43,"In recent years, education has changed significantly due to technological advancements. The most discussed topic today is the comparison between online learning and onsite learning. While onsite learning has been the dominant form of education for many decades, online learning has become increasingl",,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,9.0,2.0,0,2.2,2.3,0.7435897435897436,0.0,0.0,0.0,0.0,3,0.7435897435897436,0,14.333333333333334,4.65,low,moderate,low,strong,low,unknown,low,unknown,unknown,low,low,low,low,none,immediate,2,effortful_but_struggling,2.7671875,moderate,Predicted improvement = Unknown,medium,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Medium,Linguistic accuracy = Low,Lexical competence = High,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Medium; Linguistic accuracy = Low; Lexical competence = High; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; guided revision checklist; proactive teacher check-in
9263,task_1,2,2026-04-01T12:33:17.585Z,Course module viewed,15,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,-9.0,-2.5,-2.3,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_2,1,2026-04-01T12:33:17.585Z,Course module viewed,5,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_2,2,2026-04-01T12:33:17.585Z,User list viewed,5,3.0,2.7,2.5,2.8,11.0,2026-04-01T12:33:17.587Z,45,"In recent years, education has changed significantly due to rapid technological advancements. One of the most discussed topics today is the comparison between online learning and onsite learning. While onsite learning has been the dominant form of education for many decades, online learning has beco",,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,11.0,2.5,0,2.7,2.8,0.75,11.0,3.0,2.8,0.0,3,0.75,0,15.0,4.44,low,moderate,low,strong,unknown,unknown,moderate,unknown,unknown,low,low,low,low,none,immediate,1,engaged_but_developing,7.0021875,high,Predicted improvement = Unknown,medium,low,medium,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Medium,Linguistic accuracy = Medium,Lexical competence = High,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Medium; Linguistic accuracy = Medium; Lexical competence = High; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; guided revision checklist; proactive teacher check-in
9263,task_3,1,2026-04-01T12:33:17.585Z,Course viewed,6,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_3,2,2026-04-01T12:33:17.585Z,Course module viewed,5,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_4,1,2026-04-01T12:33:17.585Z,Course module viewed,4,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_4,2,2026-04-01T12:33:17.585Z,The status of the submission has been viewed,12,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_5,1,2026-04-01T12:33:17.585Z,Course module viewed,13,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
9263,task_5,2,2026-04-01T12:33:17.585Z,The status of the submission has been viewed,7,0.0,0.0,0.0,0.0,0.0,,0,,,,,none,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,low,low,low,low,unknown,unknown,unknown,low,unknown,low,low,low,low,none,immediate,0,strategic_writer,-0.5780520104895104,low,Predicted improvement = Unknown,low,low,low,low,low,low,low,low,low,0.33,0.33,0.33,0.33,Forethought risk = High,Engagement risk = High,Argumentation weakness = High,Discourse competence = Low,Linguistic accuracy = Low,Lexical competence = Low,Revision depth = Low,Feedback uptake risk = Low,Help-seeking regulation = None,Forethought risk = High; Engagement risk = High; Argumentation weakness = High; Discourse competence = Low; Linguistic accuracy = Low; Lexical competence = Low; Revision depth = Low; Feedback uptake risk = Low; Help-seeking regulation = None,A1; A2; B1; B2; B4; C1; D2,weak forethought regulation and low criteria awareness; insufficient planning and underdeveloped task engagement; discourse organization problem; weak claim–evidence–reasoning structure; restricted lexical repertoire; weak self-regulated revision; possible passive disengagement or unrecognized difficulty,criteria_referenced_feedback; elaboration_feedback; strategic_feedback; higher_order_feedback; lexical_enrichment; metacognitive_prompt; motivational_reengagement,rubric walkthrough; guided planning and expansion support; paragraph restructuring support; claim–evidence–explanation scaffold; vocabulary expansion with model alternatives; guided revision checklist; proactive teacher check-in
